text,label
"I tried using these as soon as they arrived, but I found that they did not work well with my iPhone's camera. I was extremely disappointed.",Strong Negative
"Not good condition. It smelled really bad, I got a head ache. It was dirty and the bow broke off :/. Over all it was bad quality and took FOREVER to get to my house. Very disappointed.",Strong Negative
"the case fits , but OONLY the bumper rim gtes really dirty just from putting it in your pocket.....really kills the look of the case.",Strong Negative
It smells of rubber really really bad.  Look for a leather case instead.  Also very very thick on the phone.,Strong Negative
This is a piece of crap. Did not work at all. Purchase for my desk at work. VERY VERY disappointed .,Strong Negative
Amazon recommended a battery charging cradle for a Note i700 or something like that.  I added it because I thought it was convenient.  The battery cradle is going in the trash because it doesn't match the battery.  Both products got bad reviews so that hopefully the sellers get Amazon to remove this recommendation to prevent others from being mislead.,Strong Negative
I received these headphones in 3 weeks I used it for a week and one ear stops working I am very disappointed,Strong Negative
angles all worked out and is sturdy in whatever angle. the suction is crazy sturdy as well.recommend ed !,Strong Negative
"My phone shook like crazy when I used this...I was afraid to keep it on there, so I took it off and stopped using it.  It held the phone with no problem, it was just shaking all over the place.",Strong Negative
"Wasn't hard and was very disappointed in this product. Stuck in drawer will not use, was not what I anticipated ar all.",Strong Negative
didnt glow in the dark it sucked! and when i put it on my phone it jamed the lock button ! DO NOT BUY!!!!!,Strong Negative
I'm waiting for this item to arrive for about 1 month but I guess this company isn't going to send it to me :((,Strong Negative
Was missing about 20% of the bling when we got it.  I was very disappointed in the quality of it,Strong Negative
proseasy to gripnicely placed kickstandcool designeasy to access portsconscase triples the size of the phonekickstand breaks easilycase get dirty and slimy,Strong Negative
Customer hated this ugly case....it is too small and is nothing like the picture shows....very ugly and very disappointed with this case....it also did not fit the Galaxy S2 phone....,Strong Negative
Never powered on after charging overnight.  Too bad because I need a solution to charge on the go.  I do not recommend buying.,Strong Negative
I still have NOT rec'd this.  I can not comment but am  very unhappy with delay! Way too long to wait.,Strong Negative
"Dont buy, plastic isnt the way to go i hate them they all suck that are like this ewww bad as hellls",Strong Negative
Wouldn't buy again. Falls apart. My daughter was very disappointed. I wouldn't recommend or purchase these again. Not worth it.,Strong Negative
i would not buy plastic! they break and they sick and worst part they break inside your phone ugh ruined,Strong Negative
Otterbox makes the tough cases! I sold this today after not using it for months. It lived two lives in two notes!,Strong Negative
This is for my son's phone.  It especially difficult or hard to apply but that may just be me.If there was an otterbox for this phone I would have gone that route in a heartbeat.,Strong Negative
"If you want  to pay by the minute, so to begin with this, they lie then when you call them and tell them you do not have the option of paying by the minute as they advertise, they tell you that you have a smartphone, which I dont have a smartphone is an o.ld nokia I bought here in amazon and is not exActly a smartphone ,So tonsummarize if you buy att sim card  You are suppose to get into a monthly plan like it or not or you will not be allowed to activate the sim card,So bad ATT bad business",Strong Negative
This case arrives and it looked nothing like the picture. It got stuck on my phone and it took two people to remove it. I would never recommend this terrible waste of money case,Strong Negative
Its not secure. A lot of times i findf it at the bottom of my purse. I'm afraid i might lose it. :-(,Strong Negative
BAD STICKER I LOST 5 BECAUSE IT WASEN'T STICKY  BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD BAD,Strong Negative
I HATE THIS DO NOT BUY THIS ! 1 ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! !,Strong Negative
The screen is of very bad quality. No way you will see in light.Not responsive to touch and very poor resolution.Returned it.,Strong Negative
This is not a great product to buy. Please stay away and don't even attempt to buy this awful product,Strong Negative
This is a peace of crap. It arrived and was worthless. It was suppose to work with the over sized battery. But failed it fell apart and wouldn't work for anytime I had it.,Strong Negative
"it does was it was suppose to do, and it doesn't look bad, so I am content with it. I like that you can put your ID in it as well.",Strong Negative
awful product. cord does not look anything like description. I did not even attempt to use this when I got it,Strong Negative
"This thing fell apart within a few days. I would not recommend this product to my worst enemy. Bad, bad product.",Strong Negative
This is the worst thing I've ever bought on Amazon. I am so disappointed because I came home and got this package that I've waited for almost a month and when I opened it was all damaged. In parts. How disappointing... this review doesn't even deserve 1 star! I hope to get my money back from this!,Strong Negative
Quality control must be horrible... Some reviewers claimed it works but it didn't for me still on the hunt for one that works.,Strong Negative
Hated it.  It did not stay in place no matter how I tried to adjust it.  The suction sucked.  The sticker part ruined my dashboard.  Would not recommend it to anyone.  They need to work on this product.,Strong Negative
